Yaw,Speed,rpm,Pedal,RTmean_x,RTstd_x,ERmean,ERstd,AEstd,OEstd,EEstd,totalSteps,wellnessTotalKilocalories,wellnessActiveKilocalories,Yaw_Std,Speed_Std,rpm_Std,Steering_Std,Pedal_Std,a_Std,deepSleepSeconds_std,lightSleepSeconds_std,remSleepSeconds_std,awakeSleepSeconds_std,TotalSleepTime_std
1.575771583,18.56770093,1176.551,9.393633333,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.060830733,3.359571944,424.9676954,0.451318004,18.00032272,0.912881918,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
1.570550993,14.68356907,1094.357333,9.042633333,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.017921647,9.313543433,320.5519065,0.125189426,17.55547429,1.481137252,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
1.573017813,11.08464937,942.9655667,6.768233333,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.030105116,7.200195683,295.5745024,0.413920798,13.19436953,1.054541551,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
1.549113023,9.6293003,897.7255,7.9961,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.019992233,10.54695345,399.8128454,0.15193999,17.21619593,1.076622253,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
1.556224093,17.6957181,1206.628167,13.03623333,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.025391861,7.501947694,377.1461272,0.086565342,18.04638535,1.459691102,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
1.60793537,31.3385411,1255.268967,14.09846667,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.178350423,3.251160732,152.0591835,0.3782572,15.90182696,0.595839324,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
2.304961117,35.2524258,1379.074367,32.24996667,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.325247332,3.069628067,270.2898475,0.712622171,22.05923592,1.154342257,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
1.990554763,44.63858783,1540.497733,23.25736667,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.531114747,4.04818916,259.9932547,0.702535627,25.09647535,1.615431243,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
2.060520507,35.8510982,1466.562867,21.8523,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.691461817,6.21278482,367.1874732,0.423450835,19.40384175,1.210309846,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
2.270136023,39.21201933,1576.570467,27.1514,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.295494303,8.143022576,415.7021594,0.436372286,20.07568019,1.025495553,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
2.795661715,52.43777477,1650.818943,0.0,0.36272019928028165,0.07224821250507042,0.9539120003360564,0.1137782445109859,0.16113725562957745,0.15467028069182923,0.15849321171664296,34200.0,5532.0,336.0,0.180554077,12.57610811,397.8071138,0.394723475,0.0,2.009043689,7.306170924580456,8.006017445031143,7.7086294910909645,7.525156600552968,8.67939880277501
1.5669884,23.26146317,1266.2165,13.4363,0.38299,0.066096,1.0,0.0,0.141803,0.07279,0.137807,107052.0,25152.0,5477.356852499999,0.019542464,10.90950476,273.3610907,0.126479011,10.98563431,0.482599058,7.825308415687898,7.718062885417215,8.143158220257682,6.386828301562943,8.178587770734879
1.576375843,17.65835557,1087.5704,10.27173333,0.38299,0.066096,1.0,0.0,0.141803,0.07279,0.137807,107052.0,25152.0,5477.356852499999,0.0081299,12.72518192,320.4067473,0.039897011,12.35043851,1.106073798,7.825308415687898,7.718062885417215,8.143158220257682,6.386828301562943,8.178587770734879
1.572297477,21.4814325,854.408,0.1419,0.38299,0.066096,1.0,0.0,0.141803,0.07279,0.137807,107052.0,25152.0,5477.356852499999,0.020100396,3.603954514,100.1493704,0.108003467,0.984000124,0.045575756,7.825308415687898,7.718062885417215,8.143158220257682,6.386828301562943,8.178587770734879
1.578848443,16.62326197,1057.7675,7.600433333,0.38299,0.066096,1.0,0.0,0.141803,0.07279,0.137807,107052.0,25152.0,5477.356852499999,0.019035765,6.163164034,254.0195499,0.041478579,5.916224459,0.737512845,7.825308415687898,7.718062885417215,8.143158220257682,6.386828301562943,8.178587770734879
